Club No,Club Name,Division,Area,Program Year,Month,Month End,As Of,DCP Status,Club Success Plan,Membership Base,Membership To Date,Net Growth,DCP Goals Met,Level 1 awards,Level 2 awards,More Level 2 awards,Level 3 awards,"Level 4, Path Completion, or DTM award","One more Level 4, Path Completion, or DTM award",New members,More new members,Club officer roles trained June-August,Club officer roles trained November-February,Membership-renewal dues on time,Club officer list on time
00002743,Langley Toastmasters 2743,G,61,2023-2024,Oct 2023,2023-10-31,8-Nov-2023,,,37,39,2,8,6,2,0,2,1,7,4,6,7,0,1,1
00002743,Langley Toastmasters 2743,G,61,2023-2024,Nov 2023,2023-11-30,6-Dec-2023,,,37,41,4,8,6,2,1,2,1,7,4,8,7,0,1,1
00002743,Langley Toastmasters 2743,G,61,2023-2024,Dec 2023,2023-12-31,9-Jan-2024,,,37,45,8,9,9,2,2,3,1,8,4,12,7,1,1,1
00002743,Langley Toastmasters 2743,G,61,2023-2024,Jan 2024,2024-01-31,7-Feb-2024,,,37,47,10,9,9,2,2,3,1,8,4,14,7,2,1,1
00002743,Langley Toastmasters 2743,G,61,2023-2024,Feb 2024,2024-02-29,8-Mar-2024,,,37,51,14,10,9,2,2,3,1,8,4,18,7,7,1,1
00002743,Langley Toastmasters 2743,G,61,2023-2024,Mar 2024,2024-03-31,10-Apr-2024,,,37,53,16,10,9,2,5,4,1,10,4,20,7,7,2,1
00002743,Langley Toastmasters 2743,G,61,2023-2024,Apr 2024,2024-04-30,8-May-2024,President's Distinguished,,37,39,2,10,11,2,6,4,1,10,4,21,7,7,2,1
00002743,Langley Toastmasters 2743,G,61,2023-2024,May 2024,2024-05-31,11-Jun-2024,President's Distinguished,,37,42,5,10,13,2,8,5,1,10,4,24,7,7,2,1
00002743,Langley Toastmasters 2743,G,61,2023-2024,Jun 2024,2024-06-30,20-Jul-2024,President's Distinguished,,37,43,6,10,13,2,8,6,1,12,4,25,7,7,2,1
00002743,Langley Toastmasters 2743,F,53,2024-2025,Jul 2024,2024-07-31,8-Aug-2024,,,43,47,4,1,0,0,0,0,0,0,4,0,0,0,0,1
00002743,Langley Toastmasters 2743,F,53,2024-2025,Aug 2024,2024-08-31,11-Sep-2024,,,43,51,8,3,1,1,0,0,0,0,4,4,7,0,1,1
00002743,Langley Toastmasters 2743,F,53,2024-2025,Sep 2024,2024-09-30,11-Oct-2024,,,43,53,10,4,2,1,0,2,0,0,4,6,7,0,1,1
00002743,Langley Toastmasters 2743,F,53,2024-2025,Oct 2024,2024-10-31,13-Nov-2024,,,43,38,-5,4,2,1,0,2,0,0,4,10,7,0,1,1
00002743,Langley Toastmasters 2743,F,53,2024-2025,Nov 2024,2024-11-30,11-Dec-2024,,,43,38,-5,5,3,1,0,2,1,0,4,10,7,0,1,1
00002743,Langley Toastmasters 2743,F,53,2024-2025,Dec 2024,2024-12-31,8-Jan-2025,,,43,38,-5,5,3,1,0,2,1,0,4,10,7,0,1,1
00002743,Langley Toastmasters 2743,F,53,2024-2025,Jan 2025,2025-01-31,10-Feb-2025,,,43,41,-2,6,3,1,0,2,1,1,4,13,7,0,1,1
00002743,Langley Toastmasters 2743,F,53,2024-2025,Feb 2025,2025-02-28,7-Mar-2025,,,43,43,0,9,4,2,1,2,1,1,4,15,7,6,1,1
00002743,Langley Toastmasters 2743,F,53,2024-2025,Mar 2025,2025-03-31,11-Apr-2025,,,43,47,4,9,6,2,1,3,1,1,4,19,7,7,2,1
00002743,Langley Toastmasters 2743,F,53,2024-2025,Apr 2025,2025-04-30,8-May-2025,President's Distinguished,,43,32,-11,10,7,2,2,3,1,1,4,20,7,7,2,1
00002743,Langley Toastmasters 2743,F,53,2024-2025,May 2025,2025-05-31,6-Jun-2025,President's Distinguished,,43,34,-9,10,7,2,3,4,1,1,4,22,7,7,2,1
00002743,Langley Toastmasters 2743,F,53,2024-2025,Jun 2025,2025-06-30,21-Jul-2025,President's Distinguished,,43,39,-4,10,7,2,3,4,1,3,4,27,7,7,2,1
00002743,Langley Toastmasters 2743,H,71,2025-2026,Jul 2025,2025-07-31,6-Aug-2025,,Requirement Not Met,39,41,2,1,0,0,0,1,1,0,2,0,0,0,0,1
00002743,Langley Toastmasters 2743,H,71,2025-2026,Aug 2025,2025-08-31,8-Sep-2025,,Requirement Not Met,39,41,2,1,0,0,0,1,1,0,2,0,7,0,0,1
00002743,Langley Toastmasters 2743,H,71,2025-2026,Sep 2025,2025-09-30,10-Oct-2025,,Requirement Met,39,42,3,3,1,0,0,1,1,1,3,0,7,0,1,1
00002743,Langley Toastmasters 2743,H,71,2025-2026,Oct 2025,2025-10-31,11-Nov-2025,,Requirement Met,39,38,-1,5,1,0,0,2,1,1,4,1,7,0,1,1
00002743,Langley Toastmasters 2743,H,71,2025-2026,Nov 2025,2025-11-30,8-Dec-2025,,Requirement Met,39,42,3,6,3,0,0,2,1,2,4,5,7,0,1,1
00002743,Langley Toastmasters 2743,H,71,2025-2026,Dec 2025,2025-12-31,8-Jan-2026,,Requirement Met,39,42,3,6,3,0,0,2,1,2,4,5,7,0,1,1
00002743,Langley Toastmasters 2743,H,71,2025-2026,Jan 2026,2026-01-31,5-Feb-2026,,Requirement Met,39,42,3,8,5,2,0,2,1,3,4,5,7,1,1,1
00002743,Langley Toastmasters 2743,H,71,2025-2026,Feb 2026,2026-02-28,5-Mar-2026,,Requirement Met,39,43,4,9,5,2,1,2,1,3,4,6,7,5,2,1
00002743,Langley Toastmasters 2743,H,71,2025-2026,Mar 2026,2026-03-31,7-Apr-2026,,Requirement Met,39,43,4,10,5,2,2,2,1,4,4,6,7,6,2,1
00002743,Langley Toastmasters 2743,H,71,2025-2026,Apr 2026,2026-04-30,7-May-2026,Smedley Distinguished,Requirement Met,39,31,-8,10,7,2,3,2,1,5,4,7,7,6,2,1
00002743,Langley Toastmasters 2743,H,71,2025-2026,May 2026,2026-05-31,5-Jun-2026,Smedley Distinguished,Requirement Met,39,33,-6,10,7,2,3,3,1,6,4,9,7,6,2,1
00002743,Langley Toastmasters 2743,H,71,2025-2026,Jun 2026,2026-06-30,16-Jul-2026,Smedley Distinguished,Requirement Met,39,34,-5,10,7,2,3,4,1,7,4,10,7,6,2,1
00000908,Leading Edge Club,E,42,2021-2022,Jul 2021,2021-07-31,10-Aug-2021,,,9,9,0,0,0,0,0,0,0,0,0,0,4,0,0,1
00000908,Leading Edge Club,E,42,2021-2022,Aug 2021,2021-08-31,9-Sep-2021,,,9,9,0,0,0,0,0,0,0,0,0,0,4,0,0,1
00000908,Leading Edge Club,E,42,2021-2022,Sep 2021,2021-09-30,12-Oct-2021,,,9,9,0,1,0,0,0,0,0,0,0,0,4,0,1,1
00000908,Leading Edge Club,E,42,2021-2022,Oct 2021,2021-10-31,10-Nov-2021,,,9,9,0,1,0,0,0,0,0,0,1,0,4,0,1,1
00000908,Leading Edge Club,E,42,2021-2022,Nov 2021,2021-11-30,9-Dec-2021,,,9,9,0,8,4,2,2,3,1,2,1,0,4,4,1,1
00000908,Leading Edge Club,E,42,2021-2022,Dec 2021,2021-12-31,6-Jan-2022,,,9,10,1,8,4,2,2,3,1,2,2,0,4,4,1,1
00000908,Leading Edge Club,E,42,2021-2022,Jan 2022,2022-01-31,9-Feb-2022,,,9,10,1,8,4,2,2,3,1,2,2,0,4,5,1,1
00000908,Leading Edge Club,E,42,2021-2022,Feb 2022,2022-02-28,8-Mar-2022,,,9,10,1,8,4,2,2,3,1,2,2,0,4,5,1,1
00000908,Leading Edge Club,E,42,2021-2022,Mar 2022,2022-03-31,10-Apr-2022,,,9,10,1,8,4,2,2,3,1,2,2,0,4,5,2,1
00000908,Leading Edge Club,E,42,2021-2022,Apr 2022,2022-04-30,30-Apr-2022,,,9,8,-1,8,4,2,2,3,1,2,2,0,4,5,2,1
00000908,Leading Edge Club,E,42,2021-2022,May 2022,2022-05-31,17-Jun-2022,,,9,8,-1,8,4,2,2,3,1,2,2,0,4,5,2,1
00000908,Leading Edge Club,E,42,2021-2022,Jun 2022,2022-06-30,29-Jul-2022,,,9,8,-1,8,4,2,2,3,1,2,2,0,4,5,2,1
00000908,Leading Edge Club,E,42,2022-2023,Jul 2022,2022-07-31,9-Aug-2022,,,8,8,0,0,0,0,0,0,0,0,0,0,2,0,0,1
00000908,Leading Edge Club,E,42,2022-2023,Aug 2022,2022-08-31,8-Sep-2022,,,8,8,0,0,0,0,0,0,0,0,0,0,2,0,0,1
00000908,Leading Edge Club,E,42,2022-2023,Sep 2022,2022-09-30,17-Oct-2022,,,8,8,0,0,0,0,0,0,0,0,0,0,3,0,0,1
00000908,Leading Edge Club,E,42,2022-2023,Oct 2022,2022-10-31,15-Nov-2022,,,8,7,-1,0,0,0,0,0,0,0,0,0,3,0,0,1
00000908,Leading Edge Club,E,42,2022-2023,Nov 2022,2022-11-30,9-Dec-2022,,,8,7,-1,0,0,0,0,0,0,0,0,0,3,0,0,1
00000908,Leading Edge Club,E,42,2022-2023,Dec 2022,2022-12-31,10-Jan-2023,,,8,7,-1,0,0,0,0,0,0,0,0,0,3,1,0,1
00000908,Leading Edge Club,E,42,2022-2023,Jan 2023,2023-01-31,8-Feb-2023,,,8,7,-1,0,0,0,0,0,0,0,0,0,3,1,0,1
00000908,Leading Edge Club,E,42,2022-2023,Feb 2023,2023-02-28,9-Mar-2023,,,8,7,-1,0,0,0,0,0,0,0,0,0,3,1,0,1
00000908,Leading Edge Club,E,42,2022-2023,Mar 2023,2023-03-31,14-Apr-2023,,,8,8,0,0,0,0,0,0,0,0,1,0,3,1,0,1
00000908,Leading Edge Club,E,42,2022-2023,Apr 2023,2023-04-30,12-May-2023,,,8,5,-3,0,0,0,0,0,0,0,1,0,3,1,0,1
00000908,Leading Edge Club,E,42,2022-2023,May 2023,2023-05-31,7-Jun-2023,,,8,5,-3,0,0,0,0,0,0,0,1,0,3,1,0,1
00000908,Leading Edge Club,E,42,2022-2023,Jun 2023,2023-06-30,20-Jul-2023,,,8,5,-3,0,0,0,0,0,0,0,1,0,3,1,0,1
00000908,Leading Edge Club,E,42,2023-2024,Jul 2023,2023-07-31,11-Aug-2023,,,5,6,1,0,0,0,0,0,0,0,1,0,0,0,0,1
00000908,Leading Edge Club,E,42,2023-2024,Aug 2023,2023-08-31,6-Sep-2023,,,5,6,1,0,0,0,0,0,0,0,1,0,0,0,0,1
00000908,Leading Edge Club,E,42,2023-2024,Sep 2023,2023-09-30,12-Oct-2023,,,5,8,3,0,0,0,0,0,0,0,3,0,0,0,0,1
00000908,Leading Edge Club,E,42,2023-2024,Oct 2023,2023-10-31,8-Nov-2023,,,5,6,1,0,0,0,0,0,0,0,3,0,0,0,0,1
00000908,Leading Edge Club,E,42,2023-2024,Nov 2023,2023-11-30,6-Dec-2023,,,5,6,1,0,0,0,0,0,0,0,3,0,0,0,0,1
00000908,Leading Edge Club,E,42,2023-2024,Dec 2023,2023-12-31,9-Jan-2024,,,5,6,1,0,0,0,0,0,0,0,3,0,0,0,0,1
00000908,Leading Edge Club,E,42,2023-2024,Jan 2024,2024-01-31,7-Feb-2024,,,5,6,1,0,0,0,0,0,0,0,3,0,0,0,0,1
00000908,Leading Edge Club,E,42,2023-2024,Feb 2024,2024-02-29,8-Mar-2024,,,5,7,2,1,0,0,0,0,0,0,4,0,0,0,0,1
00000908,Leading Edge Club,E,42,2023-2024,Mar 2024,2024-03-31,10-Apr-2024,,,5,8,3,1,0,0,0,0,0,0,4,1,0,0,0,1
00000908,Leading Edge Club,E,42,2023-2024,Apr 2024,2024-04-30,8-May-2024,,,5,8,3,1,0,0,0,0,0,0,4,2,0,0,0,1
00000908,Leading Edge Club,E,42,2023-2024,May 2024,2024-05-31,11-Jun-2024,,,5,8,3,1,0,0,0,0,0,0,4,2,0,0,0,1
00000908,Leading Edge Club,E,42,2023-2024,Jun 2024,2024-06-30,20-Jul-2024,,,5,8,3,1,0,0,0,0,0,0,4,2,0,0,0,1
00000908,Leading Edge Club,E,42,2024-2025,Jul 2024,2024-07-31,8-Aug-2024,,,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00000908,Leading Edge Club,E,42,2024-2025,Aug 2024,2024-08-31,11-Sep-2024,,,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00000908,Leading Edge Club,E,42,2024-2025,Sep 2024,2024-09-30,11-Oct-2024,,,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00000908,Leading Edge Club,E,42,2024-2025,Oct 2024,2024-10-31,13-Nov-2024,,,8,5,-3,0,0,0,0,0,0,0,1,0,0,0,0,1
00000908,Leading Edge Club,E,42,2024-2025,Nov 2024,2024-11-30,11-Dec-2024,,,8,6,-2,0,0,0,0,0,0,0,2,0,0,0,0,1
00000908,Leading Edge Club,E,42,2024-2025,Dec 2024,2024-12-31,8-Jan-2025,,,8,6,-2,0,0,0,0,0,0,0,2,0,0,0,0,1
00000908,Leading Edge Club,E,42,2024-2025,Jan 2025,2025-01-31,10-Feb-2025,,,8,6,-2,0,0,0,0,0,0,0,2,0,0,1,0,1
00000908,Leading Edge Club,E,42,2024-2025,Feb 2025,2025-02-28,7-Mar-2025,,,8,6,-2,0,0,0,0,0,0,0,2,0,0,5,0,1
00000908,Leading Edge Club,E,42,2024-2025,Mar 2025,2025-03-31,11-Apr-2025,,,8,8,0,1,0,0,0,0,0,0,4,0,0,6,0,1
00000908,Leading Edge Club,E,42,2024-2025,Apr 2025,2025-04-30,8-May-2025,,,8,5,-3,1,0,0,0,0,0,0,4,0,0,6,0,1
00000908,Leading Edge Club,E,42,2024-2025,May 2025,2025-05-31,6-Jun-2025,,,8,5,-3,1,0,0,0,0,0,0,4,0,0,6,0,1
00000908,Leading Edge Club,E,42,2024-2025,Jun 2025,2025-06-30,21-Jul-2025,,,8,7,-1,1,0,0,0,0,0,0,4,2,0,6,0,1
00000908,Leading Edge Club,G,62,2025-2026,Jul 2025,2025-07-31,6-Aug-2025,,Requirement Not Met,7,7,0,0,0,0,0,0,0,0,0,0,1,0,0,1
00000908,Leading Edge Club,G,62,2025-2026,Aug 2025,2025-08-31,8-Sep-2025,,Requirement Not Met,7,7,0,0,0,0,0,0,0,0,0,0,4,0,0,1
00000908,Leading Edge Club,G,62,2025-2026,Sep 2025,2025-09-30,10-Oct-2025,,Requirement Met,7,8,1,0,0,0,0,0,0,0,1,0,4,0,0,1
00000908,Leading Edge Club,G,62,2025-2026,Oct 2025,2025-10-31,11-Nov-2025,,Requirement Met,7,5,-2,0,0,0,0,0,0,0,1,0,4,0,0,1
00000908,Leading Edge Club,G,62,2025-2026,Nov 2025,2025-11-30,8-Dec-2025,,Requirement Met,7,5,-2,0,0,0,0,0,0,0,1,0,4,0,0,1
00000908,Leading Edge Club,G,62,2025-2026,Dec 2025,2025-12-31,8-Jan-2026,,Requirement Met,7,5,-2,0,0,0,0,0,0,0,1,0,4,0,0,1
00000908,Leading Edge Club,G,62,2025-2026,Jan 2026,2026-01-31,5-Feb-2026,,Requirement Met,7,5,-2,0,0,0,0,0,0,0,1,0,4,1,0,1
00000908,Leading Edge Club,G,62,2025-2026,Feb 2026,2026-02-28,5-Mar-2026,,Requirement Met,7,5,-2,0,0,0,0,0,0,0,1,0,4,1,0,1
00000908,Leading Edge Club,G,62,2025-2026,Mar 2026,2026-03-31,7-Apr-2026,,Requirement Met,7,8,1,1,0,0,0,0,0,0,4,0,4,1,0,1
00000908,Leading Edge Club,G,62,2025-2026,Apr 2026,2026-04-30,7-May-2026,,Requirement Met,7,5,-2,1,0,0,0,0,0,0,4,2,4,1,0,1
00000908,Leading Edge Club,G,62,2025-2026,May 2026,2026-05-31,5-Jun-2026,,Requirement Met,7,5,-2,1,0,0,0,0,0,0,4,2,4,1,0,1
00000908,Leading Edge Club,G,62,2025-2026,Jun 2026,2026-06-30,16-Jul-2026,,Requirement Met,7,5,-2,1,0,0,0,0,0,0,4,2,4,1,0,1
01454214,Let's Talk Business,J,73,2021-2022,Jul 2021,2021-07-31,10-Aug-2021,,,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1
01454214,Let's Talk Business,J,73,2021-2022,Aug 2021,2021-08-31,9-Sep-2021,,,8,8,0,0,0,0,0,0,0,0,0,0,4,0,0,1
01454214,Let's Talk Business,J,73,2021-2022,Sep 2021,2021-09-30,12-Oct-2021,,,8,8,0,0,0,0,0,0,0,0,0,0,4,0,0,1
01454214,Let's Talk Business,J,73,2021-2022,Oct 2021,2021-10-31,10-Nov-2021,,,8,5,-3,0,0,0,0,0,0,0,0,0,4,0,0,1
01454214,Let's Talk Business,J,73,2021-2022,Nov 2021,2021-11-30,9-Dec-2021,,,8,5,-3,0,0,0,0,0,0,0,0,0,4,0,0,1
01454214,Let's Talk Business,J,73,2021-2022,Dec 2021,2021-12-31,6-Jan-2022,,,8,5,-3,0,0,0,0,0,0,0,0,0,4,0,0,1
01454214,Let's Talk Business,J,73,2021-2022,Jan 2022,2022-01-31,9-Feb-2022,,,8,8,0,1,0,0,0,0,0,0,3,0,4,4,0,1
01454214,Let's Talk Business,J,73,2021-2022,Feb 2022,2022-02-28,8-Mar-2022,,,8,8,0,1,2,1,0,0,0,0,3,0,4,4,0,1
01454214,Let's Talk Business,J,73,2021-2022,Mar 2022,2022-03-31,10-Apr-2022,,,8,8,0,2,2,1,0,0,0,0,3,0,4,5,1,1
01454214,Let's Talk Business,J,73,2021-2022,Apr 2022,2022-04-30,30-Apr-2022,,,8,9,1,3,2,1,0,0,0,0,4,0,4,5,1,1
01454214,Let's Talk Business,J,73,2021-2022,May 2022,2022-05-31,17-Jun-2022,,,8,9,1,3,2,1,0,1,0,0,4,0,4,5,1,1
01454214,Let's Talk Business,J,73,2021-2022,Jun 2022,2022-06-30,29-Jul-2022,,,8,9,1,3,2,1,0,1,0,0,4,0,4,5,1,1
01454214,Let's Talk Business,J,73,2022-2023,Jul 2022,2022-07-31,9-Aug-2022,,,9,9,0,0,0,0,0,0,0,0,0,0,4,0,0,1
01454214,Let's Talk Business,J,73,2022-2023,Aug 2022,2022-08-31,8-Sep-2022,,,9,9,0,0,0,0,0,0,0,0,0,0,4,0,0,1
01454214,Let's Talk Business,J,73,2022-2023,Sep 2022,2022-09-30,17-Oct-2022,,,9,9,0,0,0,0,0,0,0,0,0,0,4,0,0,1
01454214,Let's Talk Business,J,73,2022-2023,Oct 2022,2022-10-31,15-Nov-2022,,,9,8,-1,0,0,0,0,0,0,0,1,0,4,0,0,1
01454214,Let's Talk Business,J,73,2022-2023,Nov 2022,2022-11-30,9-Dec-2022,,,9,8,-1,0,0,0,0,0,0,0,1,0,4,1,0,1
01454214,Let's Talk Business,J,73,2022-2023,Dec 2022,2022-12-31,10-Jan-2023,,,9,8,-1,0,1,0,0,0,0,0,1,0,4,1,0,1
01454214,Let's Talk Business,J,73,2022-2023,Jan 2023,2023-01-31,8-Feb-2023,,,9,8,-1,1,1,0,0,0,0,0,1,0,4,4,0,1
01454214,Let's Talk Business,J,73,2022-2023,Feb 2023,2023-02-28,9-Mar-2023,,,9,9,0,1,1,0,0,0,0,0,2,0,4,4,0,1
01454214,Let's Talk Business,J,73,2022-2023,Mar 2023,2023-03-31,14-Apr-2023,,,9,9,0,2,1,0,0,0,0,0,2,0,4,4,1,1
01454214,Let's Talk Business,J,73,2022-2023,Apr 2023,2023-04-30,12-May-2023,,,9,9,0,2,1,0,0,0,0,0,2,0,4,4,1,1
01454214,Let's Talk Business,J,73,2022-2023,May 2023,2023-05-31,7-Jun-2023,,,9,9,0,2,1,0,0,0,0,0,2,0,4,4,1,1
01454214,Let's Talk Business,J,73,2022-2023,Jun 2023,2023-06-30,20-Jul-2023,,,9,10,1,2,1,0,0,0,0,0,3,0,4,4,1,1
01454214,Let's Talk Business,J,73,2023-2024,Jul 2023,2023-07-31,11-Aug-2023,,,10,10,0,0,0,0,0,0,0,0,0,0,1,0,0,1
01454214,Let's Talk Business,J,73,2023-2024,Aug 2023,2023-08-31,6-Sep-2023,,,10,10,0,0,0,0,0,0,0,0,0,0,1,0,0,1
01454214,Let's Talk Business,J,73,2023-2024,Sep 2023,2023-09-30,12-Oct-2023,,,10,13,3,0,0,0,0,0,0,0,3,0,1,0,0,1
01454214,Let's Talk Business,J,73,2023-2024,Oct 2023,2023-10-31,8-Nov-2023,,,10,6,-4,0,0,0,0,0,0,0,3,0,1,0,0,1
01454214,Let's Talk Business,J,73,2023-2024,Nov 2023,2023-11-30,6-Dec-2023,,,10,7,-3,1,0,0,0,0,0,0,4,0,1,0,0,1
01454214,Let's Talk Business,J,73,2023-2024,Dec 2023,2023-12-31,9-Jan-2024,,,10,7,-3,1,0,0,0,0,0,0,4,0,1,2,0,1
01454214,Let's Talk Business,J,73,2023-2024,Jan 2024,2024-01-31,7-Feb-2024,,,10,8,-2,1,0,0,0,0,0,0,4,1,1,2,0,1
01454214,Let's Talk Business,J,73,2023-2024,Feb 2024,2024-02-29,8-Mar-2024,,,10,8,-2,1,0,0,0,0,0,0,4,1,1,3,0,1
01454214,Let's Talk Business,J,73,2023-2024,Mar 2024,2024-03-31,10-Apr-2024,,,10,8,-2,1,0,0,0,0,0,0,4,1,1,3,0,1
01454214,Let's Talk Business,J,73,2023-2024,Apr 2024,2024-04-30,8-May-2024,,,10,6,-4,1,0,0,0,0,0,0,4,2,1,3,0,1
01454214,Let's Talk Business,J,73,2023-2024,May 2024,2024-05-31,11-Jun-2024,,,10,7,-3,1,0,0,0,0,0,0,4,2,1,3,0,1
01454214,Let's Talk Business,J,73,2023-2024,Jun 2024,2024-06-30,20-Jul-2024,,,10,7,-3,1,0,0,0,0,0,0,4,2,1,3,0,1
01454214,Let's Talk Business,J,71,2024-2025,Jul 2024,2024-07-31,8-Aug-2024,,,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1
01454214,Let's Talk Business,J,71,2024-2025,Aug 2024,2024-08-31,11-Sep-2024,,,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1
01454214,Let's Talk Business,J,71,2024-2025,Sep 2024,2024-09-30,11-Oct-2024,,,7,8,1,0,0,0,0,0,0,0,1,0,1,0,0,1
01454214,Let's Talk Business,J,71,2024-2025,Oct 2024,2024-10-31,13-Nov-2024,,,7,6,-1,0,0,0,0,0,0,0,1,0,1,0,0,1
01454214,Let's Talk Business,J,71,2024-2025,Nov 2024,2024-11-30,11-Dec-2024,,,7,9,2,0,0,1,0,0,0,0,3,0,1,0,0,1
01454214,Let's Talk Business,J,71,2024-2025,Dec 2024,2024-12-31,8-Jan-2025,,,7,9,2,0,0,1,0,0,0,0,3,0,1,3,0,1
01454214,Let's Talk Business,J,71,2024-2025,Jan 2025,2025-01-31,10-Feb-2025,,,7,9,2,0,0,1,0,0,0,0,3,0,1,3,0,1
01454214,Let's Talk Business,J,71,2024-2025,Feb 2025,2025-02-28,7-Mar-2025,,,7,9,2,0,0,1,0,0,0,0,3,0,1,3,0,1
01454214,Let's Talk Business,J,71,2024-2025,Mar 2025,2025-03-31,11-Apr-2025,,,7,9,2,0,0,1,0,0,0,0,3,0,1,3,0,1
01454214,Let's Talk Business,J,71,2024-2025,Apr 2025,2025-04-30,8-May-2025,,,7,7,0,0,0,1,0,0,0,0,3,0,1,3,0,1
01454214,Let's Talk Business,J,71,2024-2025,May 2025,2025-05-31,6-Jun-2025,,,7,9,2,1,0,1,0,0,0,0,4,1,1,3,0,1
01454214,Let's Talk Business,J,71,2024-2025,Jun 2025,2025-06-30,21-Jul-2025,,,7,10,3,1,0,1,0,0,0,0,4,2,1,3,0,1
01454214,Let's Talk Business,J,84,2025-2026,Jul 2025,2025-07-31,6-Aug-2025,,Requirement Not Met,10,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01454214,Let's Talk Business,J,84,2025-2026,Aug 2025,2025-08-31,8-Sep-2025,,Requirement Not Met,10,11,1,0,0,0,0,0,0,0,1,0,2,0,0,0
01454214,Let's Talk Business,J,84,2025-2026,Sep 2025,2025-09-30,10-Oct-2025,,Requirement Met,10,11,1,0,0,0,0,0,0,0,1,0,2,0,1,0
01454214,Let's Talk Business,J,84,2025-2026,Oct 2025,2025-10-31,11-Nov-2025,,Requirement Met,10,10,0,0,0,0,0,0,0,0,1,0,2,0,1,0
01454214,Let's Talk Business,J,84,2025-2026,Nov 2025,2025-11-30,8-Dec-2025,,Requirement Met,10,11,1,0,0,0,0,0,0,0,2,0,2,0,1,0
01454214,Let's Talk Business,J,84,2025-2026,Dec 2025,2025-12-31,8-Jan-2026,,Requirement Met,10,12,2,0,0,0,0,0,0,0,2,0,2,0,1,0
01454214,Let's Talk Business,J,84,2025-2026,Jan 2026,2026-01-31,5-Feb-2026,,Requirement Met,10,12,2,0,0,0,0,0,0,0,2,0,2,0,1,0
01454214,Let's Talk Business,J,84,2025-2026,Feb 2026,2026-02-28,5-Mar-2026,,Requirement Met,10,12,2,0,0,0,0,0,0,0,2,0,2,0,1,0
01454214,Let's Talk Business,J,84,2025-2026,Mar 2026,2026-03-31,7-Apr-2026,,Requirement Met,10,12,2,0,0,0,0,0,0,0,2,0,2,2,1,0
01454214,Let's Talk Business,J,84,2025-2026,Apr 2026,2026-04-30,7-May-2026,,Requirement Met,10,7,-3,0,0,0,0,0,0,0,2,0,2,2,1,0
01454214,Let's Talk Business,J,84,2025-2026,May 2026,2026-05-31,5-Jun-2026,,Requirement Met,10,7,-3,0,0,0,0,0,0,0,2,0,2,2,1,0
01454214,Let's Talk Business,J,84,2025-2026,Jun 2026,2026-06-30,16-Jul-2026,,Requirement Met,10,8,-2,0,0,0,0,0,0,0,3,0,2,2,1,0
00006399,Lincoln Toastmasters Club,M,94,2021-2022,Jul 2021,2021-07-31,10-Aug-2021,,,8,8,0,2,1,1,0,1,1,2,0,0,6,0,0,1
00006399,Lincoln Toastmasters Club,M,94,2021-2022,Aug 2021,2021-08-31,9-Sep-2021,,,8,8,0,2,1,1,0,1,1,2,0,0,7,0,0,1
00006399,Lincoln Toastmasters Club,M,94,2021-2022,Sep 2021,2021-09-30,12-Oct-2021,,,8,8,0,3,1,1,0,1,1,2,0,0,7,0,1,1
00006399,Lincoln Toastmasters Club,M,94,2021-2022,Oct 2021,2021-10-31,10-Nov-2021,,,8,8,0,4,1,2,0,1,1,3,0,0,7,0,1,1
00006399,Lincoln Toastmasters Club,M,94,2021-2022,Nov 2021,2021-11-30,9-Dec-2021,,,8,8,0,4,1,2,0,1,1,3,0,0,7,0,1,1
00006399,Lincoln Toastmasters Club,M,94,2021-2022,Dec 2021,2021-12-31,6-Jan-2022,,,8,8,0,5,1,2,0,1,1,3,0,0,7,5,1,1
00006399,Lincoln Toastmasters Club,M,94,2021-2022,Jan 2022,2022-01-31,9-Feb-2022,,,8,8,0,6,2,2,0,2,1,4,0,0,7,6,1,1
00006399,Lincoln Toastmasters Club,M,94,2021-2022,Feb 2022,2022-02-28,8-Mar-2022,,,8,8,0,6,2,2,0,2,1,4,0,0,7,6,1,1
00006399,Lincoln Toastmasters Club,M,94,2021-2022,Mar 2022,2022-03-31,10-Apr-2022,,,8,8,0,6,2,2,0,2,1,5,0,0,7,6,2,1
00006399,Lincoln Toastmasters Club,M,94,2021-2022,Apr 2022,2022-04-30,30-Apr-2022,,,8,9,1,6,2,2,0,2,1,5,2,0,7,6,2,1
00006399,Lincoln Toastmasters Club,M,94,2021-2022,May 2022,2022-05-31,17-Jun-2022,,,8,9,1,6,2,2,0,2,1,5,2,0,7,6,2,1
00006399,Lincoln Toastmasters Club,M,94,2021-2022,Jun 2022,2022-06-30,29-Jul-2022,,,8,9,1,6,2,2,0,2,1,5,2,0,7,6,2,1
00006399,Lincoln Toastmasters Club,M,90,2022-2023,Jul 2022,2022-07-31,9-Aug-2022,,,9,9,0,0,0,0,0,0,0,0,0,0,2,0,0,1
